time,delta_generator-1-1,omega_generator-1-1,delta_generator-2-1,omega_generator-2-1,delta_generator-3-1,omega_generator-3-1,delta_generator-6-1,omega_generator-6-1,delta_generator-8-1,omega_generator-8-1
0.86,0.16836457620210485,0.9999999999985444,0.1963400395709774,0.9999999999989126,0.03399195017403732,0.999999999998796,0.138722343125939,0.9999999999989239,0.01899919890805219,0.9999999999989319
0.87,0.16836457620210485,0.9999999999985327,0.19634003957237187,0.9999999999989034,0.03399195017500389,0.9999999999987931,0.13872234312738868,0.9999999999989204,0.01899919890951981,0.9999999999989226
0.88,0.16836457620210485,0.9999999999985232,0.19634003957376683,0.9999999999988927,0.033991950175996336,0.9999999999987893,0.13872234312885298,0.9999999999989123,0.018999198910986195,0.999999999998911
0.89,0.16836457620210485,0.9999999999985154,0.19634003957515292,0.9999999999988802,0.03399195017700771,0.9999999999987845,0.13872234313031495,0.9999999999988995,0.018999198912439164,0.9999999999988969
0.9,0.16836457620210485,0.9999999999985096,0.19634003957651272,0.999999999998866,0.03399195017802262,0.9999999999987788,0.1387223431317429,0.9999999999988823,0.018999198913857148,0.9999999999988802
0.91,0.16836457620210485,0.9999999999985055,0.19634003957783575,0.9999999999988501,0.033991950179032594,0.9999999999987716,0.13872234313311765,0.9999999999988608,0.01899919891522725,0.9999999999988609
0.92,0.16836457620210485,0.9999999999985032,0.19634003957910692,0.9999999999988326,0.03399195018002528,0.9999999999987632,0.1387223431344142,0.9999999999988348,0.01899919891653201,0.9999999999988392
0.93,0.16836457620210485,0.9999999999985024,0.1963400395803151,0.9999999999988133,0.03399195018098956,0.9999999999987536,0.13872234313561152,0.9999999999988045,0.018999198917756154,0.9999999999988151
0.94,0.16836457620210485,0.9999999999985031,0.19634003958144539,0.9999999999987921,0.03399195018191333,0.9999999999987422,0.13872234313668466,0.9999999999987704,0.018999198918883315,0.9999999999987884
0.95,0.16836457620210485,0.9999999999985049,0.19634003958248494,0.9999999999987692,0.0339919501827841,0.9999999999987295,0.13872234313761203,0.9999999999987325,0.018999198919898302,0.9999999999987598
0.96,0.16836457620210485,0.9999999999985079,0.19634003958342594,0.9999999999987447,0.03399195018359445,0.9999999999987151,0.13872234313838086,0.999999999998691,0.01899919892079179,0.999999999998729
0.97,0.16836457620210485,0.9999999999985119,0.19634003958425805,0.9999999999987185,0.03399195018433475,0.9999999999986994,0.13872234313897364,0.9999999999986463,0.018999198921552184,0.9999999999986963
0.98,0.16836457620210485,0.9999999999985169,0.19634003958497276,0.9999999999986908,0.03399195018499665,0.9999999999986819,0.13872234313937767,0.9999999999985988,0.018999198922170113,0.9999999999986616
0.99,0.16836457620210485,0.9999999999985224,0.1963400395855633,0.9999999999986616,0.03399195018557289,0.999999999998663,0.1387223431395807,0.9999999999985484,0.018999198922637378,0.9999999999986255
1.0,0.16836457620210485,0.9999999999985287,0.19634003958601753,0.999999999998631,0.03399195018605179,0.9999999999986425,0.13872234313956722,0.9999999999984956,0.01899919892294226,0.9999999999985878
1.01,0.16836457620210485,0.9999541403850934,0.1962801138166124,0.999923092980025,0.033706570644424005,0.9998064885106386,0.13730423207208203,0.9992260952486546,0.016101996046311816,0.9984566406985722
